Veronica Gillespie,23,30-05-2023,"{""monthly"": 94630}",unknown,Y,abc,Morantown,Sweden,,,5407475841,,single,freelancer,"Therapist, occupational",Excel,Tableau,0,Powell-Fox
Steven Castaneda,43,,"{""monthly"": 55382}",b,1,001,South Roberthaven,Croatia,True,F,677-330-8241,,,unemployed,Colour technologist,Excel,Tableau,7,
Alexis Soto,,2023/06/20,"{""monthly"": 86817}",c,no,,Port Laurenton,Pitcairn Islands,True,,230-575-2009x988,,single,freelancer,Furniture designer,,R,3,Lawson-Davis
Tonya Jackson,,2024/10/08,66857,unknown,N,001,Harrisborough,Libyan Arab Jamahiriya,False,Other,(427)288-7030,,single,,Hydrographic surveyor,SQL,PowerBI,0,
Stephen Grant,,,"{""monthly"": 28456}",a,no,abc,Lake Jerry,Finland,True,,315.185.1068x8953,,single,employed,Commercial/residential surveyor,Python,Tableau,8,
Claudia Horton,,2023/10/23,"{""monthly"": 96047}",,No,001,East Caleb,Saint Helena,,Other,6834432927,,married,freelancer,Manufacturing engineer,Excel,,7,
James Roth,,invalid,"{""monthly"": 53923}",,N,003,Sarahmouth,Guatemala,,Other,692-063-6843,,married,employed,Clinical psychologist,,Tableau,7,Patterson LLC
Bailey Wells,,"Aug 13, 2023","{""monthly"": 137633}",unknown,no,001,Hammondville,Albania,,,(834)175-9711,monica70@yahoo.com,,employed,Special effects artist,,,3,
Jacob Solomon,,,"{""monthly"": 79220}",c,1,,Lake Belinda,Dominican Republic,,M,816.824.2171,alexandercannon@gmail.com,single,employed,Transport planner,SQL,Tableau,0,
Jason Harper,,2024/11/06,"{""monthly"": 106868}",,,,Murrayborough,Isle of Man,,M,628.395.7483,,married,,Legal executive,Excel,PowerBI,3,
Emily Lopez,49,invalid,20912,c,,,Garciahaven,Saint Vincent and the Grenadines,,Other,(482)349-1997,,single,,Psychiatrist,Python,,0,
Sarah Jones,,21-09-2023,141179,B,Yes,,Taylorside,Belgium,False,,(360)902-4052x37617,,married,unemployed,Chief Marketing Officer,,Tableau,9,
Kathryn Cordova,,,"{""monthly"": 32659}",c,0,,North Michaelview,Guadeloupe,,M,001-848-476-2117x27324,eric89@hotmail.com,married,,Clinical embryologist,,,5,
Kevin Francis,,,"{""monthly"": 97359}",c,,003,Port Dennisstad,Norfolk Island,,,+1-418-131-9295x534,,,freelancer,Computer games developer,,Tableau,9,
Geoffrey Spence,,,71607,c,0,abc,New Dorothyshire,Gabon,,M,550.628.8312x4986,,single,freelancer,Computer games developer,,PowerBI,8,
Amanda Stevens,37,"Apr 20, 2024",61314,c,yes,,East Jacobchester,Puerto Rico,,,610.147.0278x3758,,married,employed,"Lighting technician, broadcasting/film/video",Excel,,5,
Jennifer Smith,,"Sep 13, 2024",70498,a,Y,003,North Michaelport,Guinea-Bissau,True,,001-020-740-4698x1506,,married,employed,"Surveyor, building control",Python,,2,"Benson, Mccormick and Valencia"
Jeffrey Weiss,,,29999,b,yes,,Marilynland,Swaziland,,M,+1-030-602-7928,amyallen@hughes.com,,freelancer,Industrial buyer,,,1,
Sara Smith,,,105266,A,Y,,South Joanna,Niue,True,Other,573-140-9335x902,,married,freelancer,"Surveyor, mining",,Tableau,2,
Joel Griffith,,invalid,137311,B,No,abc,Garzashire,Mauritius,,,173.614.1604,nicholas23@brown.com,married,freelancer,Fish farm manager,Excel,,9,
David Williams,,invalid,"{""monthly"": 109471}",,1,,East Andrewhaven,Chile,False,F,+1-887-621-1243,,married,,Animal technologist,,,3,
Brandon Miller,,,"{""monthly"": 23781}",b,1,003,Jeffreyberg,Pitcairn Islands,True,M,9273210504,,,,Diplomatic Services operational officer,Python,R,3,Jones-Reed
Justin Brown,,25-08-2022,49369,c,,abc,Perkinsview,Kuwait,False,,6020467445,christopher67@norton.info,married,unemployed,"Runner, broadcasting/film/video",Python,Tableau,1,
Scott Wong,65,2023/05/08,43712,b,yes,003,Kevinborough,Japan,True,Other,756.864.4643,,,employed,Retail merchandiser,Python,Tableau,8,
Dana Gardner,,,148864,,,,Simpsonland,Marshall Islands,False,M,001-930-143-2554x4014,,single,freelancer,Magazine features editor,SQL,PowerBI,4,
Joseph Green,,"Feb 05, 2025","{""monthly"": 7184}",B,1,,Gabrielton,Tanzania,,Other,+1-131-137-0538x70711,lanetara@gmail.com,single,freelancer,Games developer,,Tableau,6,
Ashley Davis,63,"Apr 18, 2025","{""monthly"": 144345}",B,no,002,Dannybury,Benin,,,001-824-743-9618x143,,single,employed,Music therapist,SQL,,4,Mcbride-Dixon
Patricia Monroe,,2025/03/24,"{""monthly"": 97251}",c,Y,002,Ravenshire,Ghana,,M,+1-760-073-7201x9318,,,,Applications developer,Excel,,4,
Charles Smith,,invalid,"{""monthly"": 28014}",unknown,,,New Suzanneville,Cameroon,False,,125-864-4028,yanglisa@cox-thornton.com,married,,"Surveyor, minerals",Python,,5,"Walker, Mayo and Ortega"
Sonya Valenzuela DDS,52,2025/02/03,"{""monthly"": 146912}",a,no,003,Richmondbury,Saint Kitts and Nevis,False,,(333)372-2375x57880,lorigonzalez@hotmail.com,married,freelancer,"Journalist, newspaper",Excel,,8,
Matthew Stevens,25,"Sep 26, 2023",43147,A,N,abc,West David,Bangladesh,,Other,521.574.1059x7554,,,unemployed,Gaffer,SQL,PowerBI,2,
Derrick Collins,,,"{""monthly"": 65532}",a,No,,Charlesport,Christmas Island,True,Other,(539)878-8917,joyharrison@norman.com,,unemployed,Ship broker,,,7,
Timothy Hoover,,2023/06/17,133829,,no,002,Erinland,Papua New Guinea,False,F,001-350-020-6580x286,mgreen@pugh-hurst.com,,employed,Community arts worker,Python,,3,
Carrie Nelson,60,2024/07/04,"{""monthly"": 120155}",,N,abc,South Josephfort,Cyprus,False,,(441)404-2378,,single,,Electronics engineer,,R,6,
Jamie Gutierrez MD,,,"{""monthly"": 15095}",,Yes,abc,Stewartborough,Netherlands,,M,316.087.1267,dbarrett@gmail.com,,employed,"Programmer, applications",,,8,
Brooke Hernandez,21,"Jan 05, 2023","{""monthly"": 84837}",b,0,002,Port Mary,Kuwait,,Other,001-103-891-9225x752,,single,,Theatre manager,SQL,,10,Johnson LLC
Emily Hampton,,,"{""monthly"": 148237}",C,1,abc,Kimberlyborough,Suriname,,,929.806.7506x82733,lhorton@hotmail.com,married,,Automotive engineer,,Tableau,7,
Kyle Edwards,,2023/11/26,37386,B,Yes,,Belindaberg,Zambia,,Other,+1-412-020-0276x96221,kimberly43@ochoa.org,,,"Programmer, multimedia",,Tableau,6,
Christina Black,42,2024/04/21,44345,C,no,002,West Noah,Netherlands Antilles,True,,885-742-5576,,,,"Engineer, mining",Python,Tableau,1,
Richard Robbins,30,,8200,,0,abc,Brownchester,India,True,,400-367-9433x836,,married,unemployed,Control and instrumentation engineer,,,7,Scott Inc
Charles Dixon,46,,"{""monthly"": 69150}",,Y,,South Jacobside,France,False,M,+1-193-938-2265,amymccarthy@dean-stout.info,married,employed,Careers information officer,Python,PowerBI,2,
Sarah Davenport,,,"{""monthly"": 27990}",A,Yes,abc,Lake Morganburgh,Turks and Caicos Islands,False,F,416.860.1123x14499,,,,Retail manager,,,8,
Dale Gordon,,,"{""monthly"": 14395}",B,Y,003,North Michaelborough,United Arab Emirates,,,+1-480-827-6326x170,robinhenry@hotmail.com,,,Charity fundraiser,Excel,R,7,
Nathan Garcia,,"Aug 10, 2022","{""monthly"": 113464}",,No,,New Margaretburgh,Vietnam,False,,(674)447-4601,damonturner@wright.com,single,,Historic buildings inspector/conservation officer,,PowerBI,7,
John Christian,,"Dec 13, 2024","{""monthly"": 87965}",b,,,South Jasonchester,Tajikistan,,F,001-169-163-2553x041,,,,Building surveyor,,,2,
Mary Lambert,,"Jul 15, 2023",5414,B,yes,abc,Mcmillanberg,Ecuador,True,F,465.557.6156x951,,,,"Engineer, materials",Excel,R,5,
Melissa Ferguson,58,25-02-2024,"{""monthly"": 78826}",b,Yes,003,West David,Lao People's Democratic Republic,,,001-898-635-4900x351,,,employed,Artist,Excel,R,5,"Kelly, King and Walker"
Anthony Miller,,,51040,a,N,003,West Markport,British Virgin Islands,,,719.353.8750x85446,philip98@gmail.com,married,,Clinical research associate,SQL,,8,Jenkins Ltd
Brandon Edwards,,06-05-2025,83471,c,,,Kimville,Korea,True,F,(290)514-4487x50614,,,freelancer,Land/geomatics surveyor,Excel,Tableau,4,
Carl Raymond,,,107122,C,,001,Grahamtown,Uzbekistan,,Other,156.785.7286x559,,single,freelancer,Risk analyst,,PowerBI,7,
Robert Romero,,"Aug 21, 2023","{""monthly"": 84250}",C,Yes,003,East Erin,Eritrea,True,F,758.333.5041x93002,mguerra@robinson.com,,,Armed forces operational officer,Excel,,8,
Jessica Murphy MD,,invalid,142265,b,N,002,Jenniferport,Mauritania,True,,061.385.0768x551,,married,unemployed,Occupational psychologist,Excel,,6,
Nicole Moreno,51,15-07-2024,"{""monthly"": 16542}",B,N,abc,Clarkfort,Congo,True,M,455.291.7699x820,,,employed,Surgeon,,R,10,
Amy Boone,38,2025/02/23,"{""monthly"": 144532}",c,0,,South Laura,British Virgin Islands,True,Other,001-426-397-3475x437,pward@palmer.com,married,freelancer,Ship broker,Excel,PowerBI,9,
Colton Allen,50,2022/07/25,"{""monthly"": 149012}",c,Y,002,Vangville,Israel,,,022.675.4404x78093,hudsonjoanna@king.com,married,employed,"Radiographer, therapeutic",Python,,5,
Melissa Walsh,46,2023/06/14,"{""monthly"": 18226}",B,1,001,Amandastad,Kenya,True,,001-360-143-7463x52525,,married,,Accounting technician,,,9,Jackson LLC
William Perez,,2023/06/17,144849,B,0,,Monicaton,Guadeloupe,False,M,203.082.3086x7009,,,employed,Armed forces training and education officer,,R,10,
Benjamin Owen,,invalid,"{""monthly"": 63666}",C,,003,Christopherville,Syrian Arab Republic,,,001-962-900-9323x249,ecalderon@yahoo.com,,freelancer,Cartographer,,,0,
Matthew Delgado,48,"Jun 10, 2022","{""monthly"": 49774}",b,N,,Pageside,Central African Republic,False,,001-384-074-8933x1360,hsharp@gilbert.com,,employed,Special effects artist,Python,,10,
William Mitchell,,invalid,"{""monthly"": 113381}",a,,002,Nicoleview,Afghanistan,False,,086-905-6573x817,,single,freelancer,"Nurse, mental health",SQL,,6,Quinn-Berger
Timothy Brown,,,"{""monthly"": 50373}",B,,abc,Ramirezville,Nicaragua,True,,550-093-7846x5483,,,freelancer,Dentist,,PowerBI,7,
Tyler Reynolds,,04-06-2024,"{""monthly"": 104329}",c,0,,Kylemouth,South Georgia and the South Sandwich Islands,True,M,001-819-896-8237x92352,browningmatthew@wise-nelson.biz,married,,Chief Strategy Officer,Excel,Tableau,10,
Robert Williams,,"Oct 16, 2024","{""monthly"": 122220}",a,No,,North Aaron,Isle of Man,,Other,742.107.0937x095,,,,Dealer,Python,PowerBI,9,
Joy Hill,,invalid,82118,A,N,,Rhondaborough,Ecuador,True,M,(370)507-8550,,,employed,"Therapist, nutritional",Python,PowerBI,3,White PLC
Jill Hernandez,,invalid,"{""monthly"": 105346}",unknown,1,abc,Jasonfort,Mali,False,F,001-571-255-9732x46454,,married,unemployed,"Designer, graphic",,,5,"Murphy, Juarez and Smith"
Brandon Murray,,2022/11/25,"{""monthly"": 23807}",A,no,,Lake Emily,Guam,,,(357)369-1305x87622,hallashley@hotmail.com,single,unemployed,Tax adviser,,,9,Collins PLC
Roberto Jones,57,invalid,"{""monthly"": 149716}",,1,003,Kingville,Lao People's Democratic Republic,False,F,001-703-605-8285,,single,,Professor Emeritus,,Tableau,8,Stuart-Cain
Jason Johnson,,,"{""monthly"": 14926}",,N,001,Kleinland,Greenland,,M,770-721-8450x32234,rhodges@gmail.com,,,Restaurant manager,,PowerBI,8,
Alexander Lee,23,invalid,"{""monthly"": 25468}",,,003,New Michael,Denmark,True,Other,001-819-818-2108,,single,,Publishing copy,,,7,
Andrew Cole,,invalid,"{""monthly"": 82232}",b,no,001,East Vincentside,Argentina,,,(449)510-6750,,single,,Higher education lecturer,,Tableau,9,
Gary Hudson,,,"{""monthly"": 132076}",B,no,,South George,Belize,True,Other,001-748-151-7928x7589,,married,,Dance movement psychotherapist,Python,R,4,
Kimberly Lucas,65,,"{""monthly"": 44619}",,N,002,Lake Amandashire,Malawi,,F,001-086-962-0994x51043,,married,,Psychiatrist,Excel,R,1,
Gina Jimenez,56,invalid,113251,unknown,No,,Nicholasport,Chile,,F,001-161-344-8878,yrichardson@young.com,,employed,"Pharmacist, hospital",Python,PowerBI,0,
Martha Bean,,invalid,"{""monthly"": 144597}",a,1,,Kennedymouth,Argentina,,,(082)619-8451x04265,,married,,Education administrator,,PowerBI,4,"Porter, Alvarez and Osborne"
Larry Blair,,"Apr 30, 2025",15752,B,,,Osbornton,Armenia,,,759.428.7762x69333,,,freelancer,"Editor, film/video",Python,R,1,"Snyder, Boyd and White"
Kimberly Daniel,,invalid,"{""monthly"": 68385}",a,,003,Gregorymouth,Antigua and Barbuda,False,Other,(344)731-1851,,single,employed,"Producer, television/film/video",Excel,PowerBI,6,
Alexander Andersen,51,invalid,"{""monthly"": 79264}",b,No,001,Connieport,Philippines,True,,+1-878-451-6838,patrickmiranda@kelly-arnold.com,single,,Occupational therapist,SQL,,10,
John Coffey,63,21-06-2023,39054,unknown,,002,Parkerbury,Uganda,True,F,+1-674-457-6872x583,,,,"Civil engineer, contracting",Excel,,4,Long Group
Donald Sparks,,"Jan 01, 2024","{""monthly"": 24397}",b,yes,abc,Wardport,Suriname,,Other,+1-325-025-3327x006,iadams@myers.net,,freelancer,Acupuncturist,SQL,,1,Gomez-Thompson
Thomas Smith,,invalid,"{""monthly"": 133989}",B,no,,South Robertport,Tokelau,,F,020.079.3054x321,,single,,Audiological scientist,Python,PowerBI,0,
Amy Singh,,"Jan 02, 2023",9919,,no,,Lake Jennifer,French Guiana,True,M,(070)869-2772x4581,,,freelancer,"Restaurant manager, fast food",SQL,R,6,
Alexander Thompson,,invalid,"{""monthly"": 110883}",B,,002,Danielmouth,Bhutan,True,,001-413-520-6162x0868,,,employed,Gaffer,,,5,Jones-Schmidt
Tammy Miles,,invalid,"{""monthly"": 28767}",c,,003,Simmonsstad,Western Sahara,True,,290-300-4604x5594,,married,unemployed,Museum education officer,,PowerBI,6,
Steven Powers,,invalid,99178,,Yes,,Hallfurt,Mozambique,,F,4684944011,jamesscott@gonzalez-williams.org,single,unemployed,Fish farm manager,Excel,,3,"Smith, Stevens and Romero"
Lindsey Burke,42,,"{""monthly"": 135989}",,0,001,Dorisberg,Georgia,True,Other,625-352-3676x64101,susangarcia@thompson.com,,employed,Health promotion specialist,,PowerBI,3,
Carla Smith,,invalid,145656,C,,002,West Stephanie,Kazakhstan,True,M,(821)203-1852,,married,,IT technical support officer,Excel,,9,
Travis Oneal Jr.,,2024/09/28,"{""monthly"": 18096}",b,Yes,abc,Maxwellberg,Indonesia,False,,3927797051,wyattjohn@gmail.com,single,employed,Health promotion specialist,,,9,
Victoria Cunningham,22,invalid,"{""monthly"": 110384}",c,Yes,,North Jessicafort,Eritrea,False,Other,865.007.1783,michelemarquez@hotmail.com,single,,Games developer,SQL,R,1,
Lucas Wood,35,invalid,"{""monthly"": 101974}",,no,abc,Haasville,Iran,False,,001-637-227-4084x14099,marymurphy@montes.com,married,employed,"Buyer, retail",,,2,
Jose Hurley,49,30-09-2023,"{""monthly"": 28367}",b,1,,Janetberg,Cote d'Ivoire,,F,092-437-1199x4689,morenorichard@gmail.com,married,freelancer,Police officer,,,6,
Donald Williams DVM,,01-06-2024,"{""monthly"": 136042}",B,Y,003,Victoriaberg,Slovakia (Slovak Republic),,M,001-006-111-1320x18353,,married,unemployed,Sport and exercise psychologist,Excel,,1,
Rose Wood,,,"{""monthly"": 59554}",b,yes,002,Wolfemouth,Mozambique,True,F,(336)398-4922x475,,,,"Administrator, local government",SQL,Tableau,10,
Brett Willis,,"Dec 13, 2023","{""monthly"": 118946}",b,N,,Nataliefort,Luxembourg,,M,728.704.0440x90875,justin86@luna.com,single,,Actuary,SQL,Tableau,0,"Allen, Perry and Perez"
Jeffery Heath,50,13-10-2023,121607,c,1,002,South Danny,Brazil,,F,+1-816-417-1010x893,alison07@gmail.com,,unemployed,Secondary school teacher,Excel,Tableau,6,
Leslie Green,42,03-03-2024,"{""monthly"": 131984}",A,1,002,West Mandy,Malaysia,False,,082-716-8656x392,,married,,Research scientist (medical),Python,Tableau,7,
Matthew Carpenter,,"May 03, 2024",58008,c,no,001,East Jacobbury,Norway,True,Other,502-506-8016x52685,pmiles@yahoo.com,single,,Social researcher,,,2,Gibson-West
William Hughes,,,"{""monthly"": 49547}",,No,001,Port Justin,Cayman Islands,,,001-625-891-0838x9558,,married,,"Research officer, trade union",,,4,
Brandon Jones,,2023/05/09,"{""monthly"": 118835}",a,,002,Port Stanleystad,Vanuatu,True,,+1-559-290-5293x29812,ntucker@woodard.biz,single,,Database administrator,,PowerBI,6,
Leslie Atkins,,11-07-2024,"{""monthly"": 68048}",B,,001,Bensonborough,Poland,,F,001-011-690-5165,ccox@thomas-russo.org,,freelancer,Careers adviser,SQL,PowerBI,0,Cordova PLC
Megan Hughes,,2023/06/05,11399,,0,002,North Zacharymouth,Wallis and Futuna,,F,376-681-4134x1841,,,employed,"Buyer, retail",Excel,,5,
Alison Clark,,invalid,147196,a,Yes,,Johnsonberg,Tuvalu,,M,471.219.9852x0790,,,employed,Commercial/residential surveyor,Excel,,5,Moore-Mcguire
Jason Ward,57,"Aug 15, 2022","{""monthly"": 22565}",,No,002,Donaldside,Switzerland,,F,2439859504,,single,,Technical sales engineer,,Tableau,3,Collins Inc
Paige Harrison,,,"{""monthly"": 77651}",A,Yes,003,Mooreport,Montserrat,,,+1-426-904-6244x050,,single,,"Scientist, research (physical sciences)",,,4,Williams-Watson
Deborah White,,12-05-2025,"{""monthly"": 125028}",B,Yes,abc,Caitlynmouth,Guam,False,Other,017-070-2191,xsmith@hotmail.com,single,unemployed,Ophthalmologist,Python,PowerBI,2,Ramos Ltd
Tiffany Alexander,27,,10948,b,1,,Princeberg,Belgium,False,,619.157.4476x590,,,,Bonds trader,Excel,R,3,
Natalie Martin,19,,"{""monthly"": 112922}",c,N,abc,East Kevin,Turkey,,,(922)301-9266,,married,freelancer,Government social research officer,SQL,R,3,"Gonzalez, Hendrix and Jones"
Douglas Ellis,,02-02-2025,"{""monthly"": 79549}",,no,,Codyview,Belgium,False,,133-802-0959,,married,unemployed,Interpreter,SQL,Tableau,3,
Thomas Henry,,,"{""monthly"": 73264}",c,no,002,South Michael,Nigeria,True,Other,001-442-632-2241,,married,freelancer,Wellsite geologist,,,2,
Teresa Neal,37,12-07-2023,"{""monthly"": 135919}",C,0,003,West Johnchester,Puerto Rico,False,M,+1-396-210-3425,,,freelancer,Fish farm manager,,R,9,
Sheri Patel,,invalid,"{""monthly"": 34442}",,yes,002,Debbiefort,Uzbekistan,True,Other,979.381.3441x388,hfuller@paul.com,,,Advertising art director,SQL,,5,
Robert Grant,38,,"{""monthly"": 143001}",a,Y,002,Port Ashley,Cuba,True,M,665-458-1616x86765,,,employed,"Designer, fashion/clothing",,,3,"Walker, Hutchinson and Wells"
Jill Nguyen,,,"{""monthly"": 19692}",c,1,002,Kaylafurt,Honduras,,Other,3825541378,,,employed,"Nurse, children's",Python,R,5,Wallace-Smith
Brian Mcbride,,27-10-2023,"{""monthly"": 121449}",unknown,0,003,Karenside,New Caledonia,False,,+1-300-863-6015x8696,,,unemployed,IT trainer,,,1,
Desiree Pena,,invalid,142704,c,Yes,,East Rickeyville,Malawi,,M,356-374-0944x273,weaton@simpson.com,,freelancer,Chartered management accountant,,Tableau,8,"Newton, Flowers and Reid"
Mark Gonzalez,,2024/03/18,"{""monthly"": 105078}",b,,abc,West Michelle,French Guiana,True,Other,(709)505-2818x582,,,,Clinical biochemist,,,3,
Jennifer Hughes,18,"Jan 30, 2025","{""monthly"": 128873}",B,Y,abc,Edwardton,Cameroon,False,,(057)510-2346,,married,employed,"Surveyor, quantity",Excel,R,7,
Timothy Lopez,,"Nov 04, 2023","{""monthly"": 119312}",b,0,,Andrewhaven,Czech Republic,True,Other,001-866-260-9634x36182,,single,freelancer,"Doctor, general practice",SQL,,0,
Andrew Anderson,,2023/07/03,"{""monthly"": 18864}",b,N,abc,Amyland,Mali,,M,313.737.7454,,,,"Designer, ceramics/pottery",Excel,,3,
Jacob Moore,29,,147530,c,N,,Simsburgh,Belize,,Other,181.709.1940,,,employed,Technical sales engineer,,,5,
Christopher Kelly,18,,"{""monthly"": 132113}",unknown,N,002,East Christopherview,South Africa,True,F,1918576631,xbrown@patel.com,married,unemployed,"Psychologist, forensic",,,8,
Dr. Paul Nelson,,04-07-2022,"{""monthly"": 25027}",B,no,001,New Danielfurt,Senegal,,Other,(371)132-1336x7772,,,unemployed,Architectural technologist,,,8,Page-Campos
Scott Wallace,,"Jul 28, 2024","{""monthly"": 36089}",a,no,,Lake Megan,Somalia,False,F,+1-914-577-6377x25837,,married,unemployed,"Psychotherapist, child",SQL,PowerBI,6,
Christine Mcbride,25,06-07-2024,118048,A,No,001,West Susan,Kiribati,True,,001-666-784-1265x3873,,single,,"Engineer, communications",Excel,R,0,
Chloe Nelson,,22-08-2023,37451,a,,002,West Yolandamouth,Andorra,False,Other,8901551080,toddlawrence@gmail.com,single,unemployed,Food technologist,Python,,5,Cochran LLC
Zachary Fleming,,,"{""monthly"": 22914}",B,,001,Baxterland,Tunisia,False,F,+1-061-416-0814x63746,,married,,Tourism officer,Excel,PowerBI,3,
Michael Brown,,"Jan 24, 2024","{""monthly"": 53529}",,Yes,002,Lake Nicole,Suriname,,,001-282-291-3339x94555,,married,,Advertising account planner,SQL,,1,Jackson Ltd
Charles Foster,,12-09-2022,"{""monthly"": 134975}",c,Y,,Garrisonborough,Philippines,True,M,944.916.9514,,,employed,"Scientist, product/process development",,R,7,
Jeremiah Rodriguez,,invalid,"{""monthly"": 111766}",b,1,002,Michaelport,Western Sahara,True,,230-406-1617x970,,,unemployed,Seismic interpreter,Excel,,10,
Tyler Rodriguez,,,"{""monthly"": 27283}",B,no,abc,Port Joshuashire,Saint Lucia,,,(324)704-2819x587,eric79@hotmail.com,married,employed,Solicitor,Python,Tableau,5,
Phyllis Mcdonald,,06-06-2022,"{""monthly"": 116333}",,Y,,Jenkinsside,Malaysia,,,517.370.2984x760,,,,Applications developer,,,8,Thomas-Taylor
Robin Mathews,,29-09-2022,"{""monthly"": 133277}",,No,,East Ann,Kiribati,False,M,939-648-7094x4896,pchristian@mcdonald.org,single,employed,Computer games developer,,PowerBI,2,"Torres, Rose and Sullivan"
Heather Love,,"Dec 17, 2023","{""monthly"": 30253}",B,,abc,South Joshua,Namibia,,F,(296)350-6941,,,,Chiropodist,,R,8,"Smith, Anderson and Small"
Shane Daniels,,14-08-2022,13283,unknown,Yes,abc,East Amanda,Panama,,Other,(268)798-5890x285,,,,Textile designer,Excel,PowerBI,2,
Catherine Snow,,2023/12/15,"{""monthly"": 40255}",b,1,abc,North David,Singapore,True,,(303)067-0672x136,,,,Cabin crew,,,7,"Brown, Morrison and Roberts"
Robert Meadows,53,,"{""monthly"": 74046}",,,abc,Port Rachelland,Germany,,Other,803.882.9844,,single,employed,"Research officer, political party",,PowerBI,2,Morrow-Miranda
Stephanie Gill,,,"{""monthly"": 94458}",unknown,Yes,abc,Lake Mark,Oman,,Other,9439610137,,,employed,Interpreter,SQL,Tableau,3,
Daniel Smith,,06-11-2024,22170,b,Yes,003,Jacobmouth,Switzerland,False,M,235-021-7677,,,employed,Art therapist,,,9,
David Stephenson,,01-04-2024,"{""monthly"": 10829}",c,1,,Cochranview,Falkland Islands (Malvinas),,Other,4443473552,,single,,Systems analyst,Excel,Tableau,5,Shaw-Anderson
Dakota Washington,,"May 15, 2023","{""monthly"": 83517}",c,1,002,Harrisburgh,Australia,,M,8437377584,,married,freelancer,Operations geologist,Python,PowerBI,4,
Susan Thomas,43,,29106,B,,003,Chandlermouth,United States Minor Outlying Islands,,M,+1-915-564-6302x872,,,,Product/process development scientist,SQL,R,1,
Kristen Woods,,"Oct 21, 2022","{""monthly"": 146544}",c,No,abc,East Kellymouth,Sri Lanka,,Other,+1-668-883-6276x99804,,,,Camera operator,SQL,PowerBI,10,
Emily Adams,51,,"{""monthly"": 127498}",b,,,Millerside,Bosnia and Herzegovina,,,279-921-2729x28904,,single,,Prison officer,SQL,R,7,
Kristi Peterson,33,"Nov 13, 2023",112547,c,Yes,,Kimberlymouth,Macedonia,False,,616.784.6299,,,unemployed,Insurance claims handler,Python,,3,Warren-Brown
Carmen Krueger,33,2023/03/06,"{""monthly"": 69379}",b,0,abc,Williamsfort,Turkmenistan,,,855-992-0569x141,,single,unemployed,"Editor, magazine features",SQL,R,2,
Joshua Cardenas MD,,,"{""monthly"": 16070}",,yes,001,Scottton,Saint Lucia,True,Other,(338)635-2378x13487,,,employed,"Psychologist, educational",,R,10,
Monica Hunter,,2025/02/09,"{""monthly"": 136137}",B,,,Johnmouth,Tanzania,,,170-906-0576x81320,kaylawilliams@leon.org,married,,Magazine features editor,Excel,R,5,
Robin Lambert,,2024/02/11,62149,C,Yes,002,New Joseph,Puerto Rico,False,Other,+1-600-428-1230,,,freelancer,Chief Operating Officer,,PowerBI,7,
Yvonne Christensen,,14-04-2025,"{""monthly"": 116091}",,No,003,West Joshua,Reunion,False,Other,(857)424-2809x7103,,,freelancer,"Engineer, civil (consulting)",Excel,,0,
Melissa Davis,60,2022/06/29,"{""monthly"": 105844}",b,N,,Smithport,Slovenia,True,,633-043-8249x883,shernandez@huynh.biz,,,Soil scientist,Excel,,4,Rasmussen PLC
Jane Alexander,23,"Jul 09, 2023","{""monthly"": 47002}",,N,,Brentfort,Bahamas,,M,001-472-553-2102,,single,,Research scientist (physical sciences),,,5,
Phillip Cunningham,45,2024/04/20,"{""monthly"": 137732}",B,N,abc,Melissahaven,Mexico,,,001-060-260-0936x72134,,single,employed,Music tutor,SQL,,10,
Karen Anderson,,2022/06/06,"{""monthly"": 87240}",B,Yes,002,East Jacquelineview,France,False,,(433)775-6553x89317,,married,,"Nurse, mental health",,R,7,"Conner, Gould and Evans"
Michele Rogers,65,"Aug 16, 2024","{""monthly"": 90873}",b,No,001,Timothystad,Eritrea,,Other,001-342-633-3248x0654,steven67@chan.info,,,Barrister,,Tableau,0,
Andrew Gutierrez,,,"{""monthly"": 28324}",,No,003,North Joelberg,Heard Island and McDonald Islands,False,M,763-376-2827x1271,,,,Chartered loss adjuster,Python,Tableau,1,Griffith and Sons
Sarah Rosario,,16-04-2025,"{""monthly"": 142845}",unknown,0,,South Jeffreyhaven,Azerbaijan,,M,566-237-7878,tperez@gmail.com,married,unemployed,Gaffer,Python,R,7,Montoya and Sons
Kimberly Ramirez,,2023/10/16,"{""monthly"": 79178}",a,1,002,Friedmanland,Angola,,F,451-888-8593x761,lreed@yahoo.com,,freelancer,"Conservator, furniture",SQL,,7,
Barbara Blair,,invalid,"{""monthly"": 127914}",C,N,,Higginshaven,Uganda,,F,862.495.6343x4708,,,,"Psychologist, occupational",,R,1,
David Garcia,53,06-12-2024,"{""monthly"": 66562}",,N,,Port Robertbury,Iraq,True,M,3854225986,,,freelancer,Data processing manager,,R,2,
Sharon Johnson,,2025/01/28,"{""monthly"": 137054}",,N,abc,Deborahbury,Ukraine,False,M,(408)455-4370,,,unemployed,Biomedical scientist,Python,PowerBI,5,
Jeff Brown,,"Jun 21, 2022",117744,b,Y,,South Kelly,United Kingdom,,,(237)565-0459,,,unemployed,Biomedical scientist,Python,,2,
Kyle Williams,,invalid,"{""monthly"": 43960}",A,No,002,Helenmouth,Burundi,True,,+1-783-579-8408x7009,,married,,Broadcast journalist,,PowerBI,7,
